Id,source,title,article,page_rank,timestamp,text,n_tokens,title_len,article_len,title_ratio
14460,Yahoo,"Israel cuts fuel supplies to Gaza Strip \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20071028/ap_on_re_mi_ea/israel_palestinians""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20071027/capt.b6236e37502e420a895cf94de29bbaff.mideast_israel_palestinians_akcf104.jpg?x=130&y=87&sig=Xpau3geK3xQ4kLCNSAkO3g--"" align=""left"" height=""87"" width=""130"" alt=""Palestinians inspect the rubble of a  house after an explosion in Khan Younis, southern Gaza Strip, Saturday, Oct. 27, 2007. A powerful explosion went off in a house in southern Gaza on Saturday, killing two women and a 4-year-old girl, Palestinian medics and witnesses said. The cause of the blast in the town of Khan Younis was not immediately clear.The Israeli military said it was not carrying out any operations in the area at the time.(AP Photo/Khalil Hamra)"" border=""0"" /></a>AP - Israel began cutting vital fuel shipments to the Gaza Strip on Sunday, following through on a promise to step up pressure on the area's Hamas rulers in response to months of Palestinian rocket attacks.</p><br clear=""all""/>",5,2007-10-28 14:57:34,"israel cuts fuel supplies to gaza strip \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20071028/ap_on_re_mi_ea/israel_palestinians""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20071027/capt.b6236e37502e420a895cf94de29bbaff.mideast_israel_palestinians_akcf104.jpg?x=130&y=87&sig=xpau3gek3xq4klcnsako3g--"" align=""left"" height=""87"" width=""130"" alt=""palestinians inspect the rubble of a  house after an explosion in khan younis, southern gaza strip, saturday, oct. 27, 2007. a powerful explosion went off in a house in southern gaza on saturday, killing two women and a 4-year-old girl, palestinian medics and witnesses said. the cause of the blast in the town of khan younis was not immediately clear.the israeli military said it was not carrying out any operations in the area at the time.(ap photo/khalil hamra)"" border=""0"" /></a>ap - israel began cutting vital fuel shipments to the gaza strip on sunday, following through on a promise to step up pressure on the area's hamas rulers in response to months of palestinian rocket attacks.</p><br clear=""all""/>",122,52,1053,0.04933586337760911
14461,Channel,Court martial hearings due to begin for Abu Ghraib prison guards,"BAGHDAD: The court martial hearings for two US soldiers charged in the Abu Ghraib prison scandal were due to start, with one of the men expected to ask his trial be moved back to the United States.",5,2004-10-22 14:05:42,"court martial hearings due to begin for abu ghraib prison guards baghdad: the court martial hearings for two us soldiers charged in the abu ghraib prison scandal were due to start, with one of the men expected to ask his trial be moved back to the united states.",37,64,197,0.32323232323232326
14462,Washington,Dixie Talking Charges,"Dixie Talking flies down the track to win the $100,000 Maryland Juvenile Filly Championship on Thursday at Pimlico.",4,2004-12-31 06:47:41,"dixie talking charges dixie talking flies down the track to win the $100,000 maryland juvenile filly championship on thursday at pimlico.",18,21,115,0.1810344827586207
14463,Reuters,Fed's Poole: Subprime losses due to poor practices,"ST. LOUIS (Reuters) - Poor underwriting and investment decisions in subprime mortgage markets have led to the losses that are now even-handedly punishing lenders and investors, St. Louis Federal Reserve Bank President William Poole said on Friday.",5,2007-07-20 20:41:23,"fed's poole: subprime losses due to poor practices st. louis (reuters) - poor underwriting and investment decisions in subprime mortgage markets have led to the losses that are now even-handedly punishing lenders and investors, st. louis federal reserve bank president william poole said on friday.",37,50,247,0.20161290322580644
14464,BBC,Proms resume after fire at venue,The BBC Proms are to continue after a concert was cancelled when a fire broke out at the Royal Albert Hall.,5,2006-09-04 13:57:27,proms resume after fire at venue the bbc proms are to continue after a concert was cancelled when a fire broke out at the royal albert hall.,21,32,107,0.2962962962962963
14465,Yahoo,"Mexico captures 11 alleged hit men \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20080123/ap_on_re_la_am_ca/mexico_drug_cartel""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20080122/capt.563f24d28f6442609d68c77ca7069d64.mexico_drug_lord_mxgb106.jpg?x=130&y=89&q=85&sig=dt1xLCuzNlElFeddEVE42A--"" align=""left"" height=""89"" width=""130"" alt=""Men detained by Mexican federal police stand next to weapons and armament found in a home as they are shown to the media in Mexico City, Tuesday, Jan. 22, 2008.  Eleven alleged hit men for the powerful Sinaloa drug cartel were captured Tuesday at two Mexico City mansions stocked with grenades, automatic weapons and body armor  - a day after Mexican authorities reported nabbing one of the cartel's leaders.  (AP Photo/Gregory Bull)"" border=""0"" /></a>AP - Eleven alleged hit men for a powerful drug cartel were captured Tuesday at two Mexico City mansions stocked with grenades and automatic weapons Â a day after Mexican authorities reported nabbing one of the cartel's reputed leaders.</p><br clear=""all""/>",5,2008-01-23 04:46:54,"mexico captures 11 alleged hit men \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20080123/ap_on_re_la_am_ca/mexico_drug_cartel""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20080122/capt.563f24d28f6442609d68c77ca7069d64.mexico_drug_lord_mxgb106.jpg?x=130&y=89&q=85&sig=dt1xlcuznlelfeddeve42a--"" align=""left"" height=""89"" width=""130"" alt=""men detained by mexican federal police stand next to weapons and armament found in a home as they are shown to the media in mexico city, tuesday, jan. 22, 2008.  eleven alleged hit men for the powerful sinaloa drug cartel were captured tuesday at two mexico city mansions stocked with grenades, automatic weapons and body armor  - a day after mexican authorities reported nabbing one of the cartel's leaders.  (ap photo/gregory bull)"" border=""0"" /></a>ap - eleven alleged hit men for a powerful drug cartel were captured tuesday at two mexico city mansions stocked with grenades and automatic weapons â a day after mexican authorities reported nabbing one of the cartel's reputed leaders.</p><br clear=""all""/>",119,47,1049,0.04476190476190476
14466,Guardian,Orangutans in Sumatra,Travel: Audio slideshow: Gwladys Fouche and Truls Brekke follow the endangered species from rescue to rehabilitation in the rainforest of northern Sumatra,5,2008-02-19 14:45:28,orangutans in sumatra travel: audio slideshow: gwladys fouche and truls brekke follow the endangered species from rescue to rehabilitation in the rainforest of northern sumatra,22,21,154,0.13548387096774195
14467,Yahoo,"Republicans block Senate Iraq withdrawal plan \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/afp/20070718/ts_alt_afp/usiraqcongress""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20070718/capt.sge.cze52.180707155303.photo07.photo.default-512x342.jpg?x=130&y=86&sig=nZhobtuFQXHgc7jCXLnHuA--"" align=""left"" height=""86"" width=""130"" alt=""US Democratic Senator from Rhode Island Jack Reed (L) and Democratic Senator from Michigan Carl Levin make their way to give a news conference on the war in Iraq on Capitol Hill in Washington, DC. With candlelight vigils, fold-down beds and attacks on President George W. Bush, Democrats Tuesday forced Republicans into a rare all-night Senate debate in a drive to get US troops home from Iraq.(AFP/Getty Images/Alex Wong)"" border=""0"" /></a>AFP - Republicans in the US Senate on Wednesday blocked a Democratic measure which would have required President George W. Bush to pull most combat troops out of Iraq by the end of April 2008.</p><br clear=""all""/>",5,2007-07-18 20:10:39,"republicans block senate iraq withdrawal plan \
    (afp)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/afp/20070718/ts_alt_afp/usiraqcongress""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20070718/capt.sge.cze52.180707155303.photo07.photo.default-512x342.jpg?x=130&y=86&sig=nzhobtufqxhgc7jcxlnhua--"" align=""left"" height=""86"" width=""130"" alt=""us democratic senator from rhode island jack reed (l) and democratic senator from michigan carl levin make their way to give a news conference on the war in iraq on capitol hill in washington, dc. with candlelight vigils, fold-down beds and attacks on president george w. bush, democrats tuesday forced republicans into a rare all-night senate debate in a drive to get us troops home from iraq.(afp/getty images/alex wong)"" border=""0"" /></a>afp - republicans in the us senate on wednesday blocked a democratic measure which would have required president george w. bush to pull most combat troops out of iraq by the end of april 2008.</p><br clear=""all""/>",112,59,977,0.06032719836400818
14468,Reuters,US Airways reports quarterly profit on higher fares,"CHICAGO (Reuters) - US Airways Group Inc.  on Thursday reported a third-quarter profit compared with a year-earlier loss, topping expectations on strong demand and higher fares.",5,2007-10-25 17:48:49,"us airways reports quarterly profit on higher fares chicago (reuters) - us airways group inc.  on thursday reported a third-quarter profit compared with a year-earlier loss, topping expectations on strong demand and higher fares.",26,51,177,0.28651685393258425
14469,Reuters,China Calls for Safe Release of Iraq Hostages, BEIJING (Reuters) - China responded to Iraqi insurgents'  demands that it ban Chinese from going to Iraq saying on Friday  it had already warned its nationals against traveling there and  called for the safe release of eight Chinese hostages.,5,2005-01-21 17:07:53,china calls for safe release of iraq hostages  beijing (reuters) - china responded to iraqi insurgents'  demands that it ban chinese from going to iraq saying on friday  it had already warned its nationals against traveling there and  called for the safe release of eight chinese hostages.,39,45,243,0.18442622950819673
14470,BBC,Protesters flock to Hungary rally,The Hungarian capital Budapest sees the biggest rally yet in a week of protests against the government.,5,2006-09-23 23:54:51,protesters flock to hungary rally the hungarian capital budapest sees the biggest rally yet in a week of protests against the government.,17,33,103,0.3173076923076923
14471,Reuters,Autopsy on Anna Nicole under way,"DANIA BEACH, Florida (Reuters) - A Florida medical examiner was performing an autopsy on the body of former Playboy Playmate Anna Nicole Smith on Friday as her mother said drugs may have contributed to her daughter's sudden death.",5,2007-02-09 19:49:07,"autopsy on anna nicole under way dania beach, florida (reuters) - a florida medical examiner was performing an autopsy on the body of former playboy playmate anna nicole smith on friday as her mother said drugs may have contributed to her daughter's sudden death.",38,32,230,0.13852813852813853
14472,Boston,US military reports first casualties in Fallujah offensive,"Two Marines were killed early Monday in Fallujah, the US military said, making them the first casualties in the American-led offensive to retake the insurgent-held city.",5,0000-00-00 00:00:00,"us military reports first casualties in fallujah offensive two marines were killed early monday in fallujah, the us military said, making them the first casualties in the american-led offensive to retake the insurgent-held city.",26,58,169,0.3411764705882353
14473,MTV.com,Bush And Kerry To Square Off Thursday In Strictly Formatted Debate,"After six months of firing long-distance spitballs at one another across battleground state lines, President George W. Bush and Senator John F. Kerry of Massachusetts finally go at it face to face this week.",5,0000-00-00 00:00:00,"bush and kerry to square off thursday in strictly formatted debate after six months of firing long-distance spitballs at one another across battleground state lines, president george w. bush and senator john f. kerry of massachusetts finally go at it face to face this week.",34,66,207,0.3173076923076923
